utterance_ID,text,emotion,speaker
2214,How come it is always us left in the field holding the ball ?,sadness,Ross
2215,I do not know . I guess the other people just do not care enough .,neutral,Monica
2216,Hey ! It is starting to snow .,sadness,Ross
2217,Gimme the this !,anger,Ross
2218,Let go !,anger,Monica
2219,"So , this must be kinda neat for you , huh ?",neutral,Ross
2220,"I mean , your Dad tells me that you get a couple of days off school , and you , you ah , do not have to sell those cookies anymore .",neutral,Ross
2221,"Well , I kinda wanted to sell the cookies . The girl who sells the most wins a trip to Spacecamp , and gets to sit in a real space shuttle .",sadness,Sarah
2222,"Wow , you ah , you really like all this space stuff , huh ?",surprise,Ross
2223,Yeah .,neutral,Sarah
2224,"My Dad says if I spend as much time helping him clean apartments , as I do daydreaming about outer space , he would be able to afford a trip to the Taj Mahal .",sadness,Sarah
2225,I think you would have to clean a whole lot of apartments to go all the way to India .,neutral,Ross
2226,"No . The one in Atlantic City , Dad loves the slots . He says he is gonna double the college money my Grandma left me .",neutral,Sarah
2227,Hey .,neutral,Phoebe
2228,"Hey . What , what are you doing here ?",surprise,Joey
2229,"Well , I ... I thought a lot about what you said , and um , I realilized duh , all right maybe I was a little judgmental .",sadness,Phoebe
2230,"Yeah , oh , but oh ...",neutral,Phoebe
2231,"Look now , Phoebe remember , hey , their just fulfilling their Christmas ...",neutral,Joey
2232,Destiny .,neutral,Phoebe
2233,Sure .,neutral,Joey
2234,Yes .,neutral,Phoebe
2235,All right .,neutral,Joey
2236,Okay . Yikes ! That one does not look very fulfilled .,surprise,Phoebe
2237,"Oh , that is , that is ah , one of the old ones , he is just taking it to the back .",neutral,Joey
2238,"You keep the old ones in the back , that is so ageist .",anger,Phoebe
2239,Well we have to make room for the fresh ones .,neutral,Joey
2240,"So , what happens to the old guys ?",sadness,Phoebe
2241,"Well , they go into the chipper .",neutral,Joey
2242,"Why , do I have a feeling that is not as happy as it sounds ? No ! Nooooo ! ! !",fear,Phoebe
2243,Hey ! Hey ! !,surprise,Joey
2244,"... and 12 , 22 , 18 , four ... What ?",surprise,Ross
2245,I spelled out boobies .,joy,Chandler
2246,"Ross , but me down for another box of the mint treasures , okay . Where , where are the mint treasures ?",neutral,Monica
2247,"Ah , we are out . I sold them all .",neutral,Ross
2248,What ?,surprise,Monica
2249,No .,sadness,Monica
2250,"No , just , just , just a couple more boxes .",neutral,Monica
2251,"It ... it ... it is no big deal , all right , I am ... I am cool .",fear,Monica
2252,You gotta help me out with a couple more boxes !,sadness,Monica
2253,"Mon , look at yourself . You have cookie on your neck .",disgust,Ross
2254,Oh God !,surprise,Monica
2255,"So , how many have you sold so far ?",neutral,Chandler
2256,Check this out . Five hundred and seventeen boxes !,surprise,Ross
2257,"Oh my God , how did you do that ?",surprise,Chandler
2258,"Okay , the other night I was leaving the museum just as Laser Floyd was letting out of the planetarium , without even trying I sold 50 boxes !",joy,Ross
2259,"That is when it occurred to me , the key to my success , the munchies . So I ah , started hitting the NYU dorms around midnight .",joy,Ross
2260,I am selling cookies by the case .,joy,Ross
2261,They call me : Cookie Dude !,joy,Ross
2262,"Okay , stop what you are doing , I need envelope stuffers , I need stamp lickers ...",neutral,Rachel
2263,"Well hey , who did these resumes for you ?",surprise,Ross
2264,Me ! On my computer .,joy,Chandler
2265,"Hi there . How many , how many ah , did you sell ?",neutral,Ross
2266,I am not gonna tell you ! You are the bad man who broke Sarah leg .,anger,Girl
2267,"Hey now ! That was an accident , okay .",anger,Ross
2268,You are a big scrud .,anger,Girl
2269,What a scrud ?,neutral,Ross
2270,"Why do not you look in the mirror , scrud .",anger,Girl
2271,I do not have too . I can just look at you .,joy,Ross
2272,"All right girls , and man . Let see your final tallies . Ohhhh , Debbie , 321 boxes of cookies , Very nice .",joy,Leader
2273,Not nice enough .,joy,Ross
2274,"Charla , 278 . Sorry , dear , but still good .",joy,Leader
2275,"Tell us what happened , Brown Bird Ross .",neutral,Chandler
2276,"Well , I lost .",sadness,Ross
2277,"Some little girl loaned her uniform to her nineteen year old sister , who went down to the U . S . S .",sadness,Ross
2278,"Nimitz , and sold over 2000 boxes .",anger,Ross
2279,Hey ! How would the interview go ?,joy,Chandler
2280,"Oh , I blew it . I would not of even hired me .",sadness,Rachel
2281,"Oh , come here sweetie , listen , you are gonna go on like a thousand interviews before you get a job .",sadness,Ross
2282,That is not how that was supposed to come out .,sadness,Ross
2283,This is the worst Christmas ever .,sadness,Phoebe
2284,"You know what Rach , maybe you should just , you know stay here at the coffee house .",neutral,Chandler
2285,I can not !,anger,Rachel
2286,It is too late !,anger,Rachel
2287,Terry already hired that girl over there .,sadness,Rachel
2288,"Look at her , she is even got waitress experience .",sadness,Rachel
2289,Last night she was teaching everybody how to make napkin ... swans .,sadness,Rachel
2290,That word was swans .,neutral,Ross
2291,"I am , I am sorry you did not get to go to Spacecamp , and I am hoping that maybe somehow , this may make up for it .",sadness,Ross
2292,Presenting Sarah Tuttle Private Very Special Spacecamp !,joy,Ross
2293,"Really Mr . Geller , you do not have to do this .",neutral,Sarah
2294,Oh come on ! Here we go ! Stand by for mission countdown !,joy,Ross
2295,I am an alien . I am an alien .,neutral,Chandler
2296,Oh no ! An asteroid !,surprise,Ross
2297,"Hey , anybody got a length of rope about six feet long with a little nouse at the end ?",neutral,Chandler
2298,"Honey , what the matter ?",neutral,Monica
2299,I just saw Janice .,sadness,Chandler
2300,"Oh God , I hate my job , I hate it , I hate my job , I hate it .",disgust,Rachel
2301,"I know honey , I am sorry .",sadness,Monica
2302,"Oh , I wanna quit , but then I think I should stick it out , then I think why would such a person stay in such a demeaning job , just because it is remotely related to the field they are interested in .",sadness,Rachel
2303,"Gee , I do not know Rach . Order up ! ! I got a Yentel soup , a James Beans , and a Howdy hold the Dowdy !",anger,Monica
2304,"Oh honey , come on , I am sorry , I did not ...",sadness,Rachel
2305,"I do not mind paying my dues , you know , its just how much am I gonna learn about fashion by walking Mira , the arthritic seamstress , to the bathroom .",disgust,Rachel
2306,Hi ! Is my misery amusing to you ?,anger,Rachel
2307,"I am sorry , I wa , I wa , I was just ah ...",fear,Guy
2308,"It is not funny , this is actually my job .",anger,Rachel
2309,"Oh believe me , I ... I ... I have been there . I had to sort mannequin heads at that Mannequins Plus .",neutral,Guy
2310,"Oh well then , so I am just going to go back to talking to my friend here .",joy,Rachel
2311,And you can go back to enjoying your little hamburger .,joy,Rachel
2312,"Ah , just one other thing .",neutral,Guy
2313,Yes ? !,surprise,Rachel
2314,"I ah , I work at",neutral,Guy
2315,Do you want my pickle ?,neutral,Rachel
2316,Hey guys .,neutral,Gunther
2317,Hey Gunther . Hi . I mean you are going out on a date with the noisy guy upstairs ?,surprise,Monica
2318,"Well , he is very charming .",neutral,Phoebe
2319,"I know , he is too charming , but if you two start going out , then it is just gonna make it so much harder for me to hate him .",disgust,Monica
2320,"Well , you are just gonna have to try .",neutral,Phoebe
2321,"Joey , where are the Jell ... o shots ?",neutral,Monica
2322,"I do not know , Chandler is supposed to be passin em around ...",neutral,Joey
2323,"Are you insane ? I mean Joey , is going to kill you , he is actually going to kill you dead .",anger,Monica
2324,Okay ! You do not think I thought of that ?,anger,Chandler
2325,How can you not know which one ?,surprise,Phoebe
2326,I mean that is unbelievable .,surprise,Rachel
2327,"I mean , was it Gina ?",neutral,Monica
2328,Which one is Gina ?,neutral,Ross
2329,"Dark , big hair , with the airplane earrings .",neutral,Rachel
2330,"No , no , no , that is Dina .",neutral,Monica
2331,"You see you can not tell which one is which either , dwha ! !",anger,Chandler
2332,Dear Mary ... Angela .,neutral,Ross
2333,Hi .,neutral,Ross
2334,How it going .,neutral,Ross
2335,This is the hardest letter I have ever had to write .,neutral,Ross
2336,What the hell a matter with you ?,disgust,Ross
2337,How do you think Joey going to react when he finds out that you blew off his sister with a letter ?,anger,Ross
2338,"Well , that is the part where you tell him that I moved to France . When actually I will be in Cuba .",neutral,Chandler
2339,"All right , look , look , you have got to do this yourself , okay in person .",neutral,Ross
2340,At least you know her name .,neutral,Ross
2341,"You just go to the house and you ask for Mary ... Angela , okay , when which ever one she is comes to the door , you take her for a walk , you let her down easy .",neutral,Ross
2342,What if Mary ... Angela comes to the door and I ask for Mary ... Angela ?,fear,Chandler
2343,Where in Cuba ?,sadness,Ross
2344,Hey !,surprise,Rachel
2345,Hi !,joy,Ross
2346,What are you doing here ?,surprise,Rachel
2347,"Ah you know , this building is on my paper route so I ...",neutral,Ross
2348,Oh .,neutral,Rachel
2349,Hi .,neutral,Ross
2350,Hi .,neutral,Rachel
2351,How would did it go ?,neutral,Ross
2352,"Oh well , the woman I interviewed with was pretty tough , but you know thank God Mark coached me , because once I started talking about the fall line , she got all happy and would not shut up .",joy,Rachel
2353,I am so proud of you .,joy,Ross
2354,Me too !,joy,Rachel
2355,"Listen , I am ah , I am sorry I have been so crazy and jealous and , it is just that I like you a lot , so ...",sadness,Ross
2356,I know .,neutral,Rachel
2357,Yeah .,neutral,Ross
2358,Yeah .,neutral,Rachel
2359,Yeah . Hi Mark !,surprise,Rachel
2360,"Hi . I just talked to Joanna , and she loves you . You got it , you got the job .",joy,Mark
2361,"Oh , I did !",surprise,Rachel
2362,Yes .,joy,Mark
2363,Oh my God ! !,surprise,Rachel
2364,Congratulations ... oh ... wow,joy,Rachel
2365,"Well , if the magician can open my beer with his but cheeks , then all right .",joy,Chandler
2366,Night Mon . Night Julio .,neutral,Jeannine
2367,Adiós .,neutral,Julio
2368,"Look Julio , someone left their book here .",surprise,Monica
2369,"Ah actually , that is mine .",neutral,Julio
2370,"Oh yeah , what are you reading ?",neutral,Monica
2371,"Flowers of Evil , by Beaudalire . Have you read it ?",neutral,Julio
2372,"Have I read it ? No , are you enjoying it ?",neutral,Monica
2373,"I thought I would , but the translation no good .",neutral,Julio
2374,Your a poet and do not know it .,neutral,Monica
2375,"Actually I ah , I am a poet .",neutral,Julio
2376,"Oh , then you do know it . So um what kind of things do you write about ?",neutral,Monica
2377,"Things that move me . The , the shadow of a tree , a child laughing , or this lip .",neutral,Julio
2378,Mine ? Right here ?,surprise,Monica
2379,I can write an epic poem about this lip .,neutral,Julio
2380,"How would that go ? Well , it did not rhyme , but I liked it .",joy,Monica
2381,"Oh my God , oh my God ! Poor Monica !",surprise,Phoebe
2382,"What , what , what ? !",surprise,Chandler
2383,What ? !,surprise,Phoebe
2384,He was with her when he wrote this poem .,neutral,Phoebe
2385,"Look , My vessel so empty with nothing inside .",neutral,Phoebe
2386,"Now that I have touched you , you seem emptier still .",neutral,Phoebe
2387,"He thinks Monica is empty , she is the empty vase !",surprise,Phoebe
2388,"Oh , totally . Oh , God , oh , she seemed so happy too .",sadness,Phoebe
2389,Done .,neutral,Joey
2390,Mark a genius !,surprise,Joey
2391,Why ? ! How ? ! How is he a genius ?,surprise,Ross
2392,"Look , do not you see what happening here .",anger,Chandler
2393,"Instead of hitting on her right away , he is becoming her confidant .",anger,Chandler
2394,Now he is gonna be the guy she goes too to complain about you .,anger,Chandler
2395,What am I going to do ?,fear,Ross
2396,"Well , why do not you send her a musical bug , op , no you already did that .",neutral,Chandler
2397,"All right look , you are going to have to go there yourself now , okay , make a few surprise visits .",neutral,Chandler
2398,I do not know you guys .,fear,Ross
2399,"All right fine , do not do anything , just sit here and talk to us , meanwhile she is talking to him about you .",disgust,Chandler
2400,"And he is being Mr . Joe Sensitive , and she starts thinking Maybe this is the guy for me , because he understands me .",disgust,Chandler
2401,"And before you know it , she is with him .",anger,Joey
2402,"And you will be all , Ohh , man !",anger,Joey
2403,"And he will be all , Yes !",anger,Joey
2404,"And us , we will be like , Wh ... whoa , dude .",sadness,Joey
2405,"And pretty soon you will be like , Hhiii , and , and , and , I can not go , Rachel and Mark might be there .",sadness,Joey
2406,"And we will be like , Man , get over it , it is been four years ! !",disgust,Joey
2407,He paints quite a picture does not he ?,neutral,Chandler
2408,Ohhh ! That is soo sweet !,joy,Rachel
2409,"Okay , okay look , I know I am being Mr . Inappropriate today , but it is just so tough , I mean see you walking around and I just wanna touch you and hold you , come on no one around , just , just kiss me .",joy,Mark
2410,"All right that is , that is it ! ! Get off her !",anger,Ross
2411,What is going on ?,surprise,Mark
2412,What going on ? ! That is what going on ! !,anger,Ross
2413,Ross !,surprise,Rachel
2414,I have been down in your store for twenty minutes trying to get a tie !,anger,Ross
2415,What do I have to do to get some service ? !,anger,Ross
2416,Hi Rach .,neutral,Ross
2417,Remember how you said you were really dense about poetry ? Oh .,neutral,Phoebe
2418,"So ! I am just an empty vase , huh ?",surprise,Monica
2419,What ?,surprise,Julio
2420,"You know , so I do not read as many important books as you do , and I do not write trick poems that seem to be about one thing but are actually about something else .",anger,Monica
2421,"And you know what , I get excited about stupid stuff , like when I my People magazine comes on Saturday , and the new Hold Everything catalog .",anger,Monica
2422,"Whoa , whoa , whoa .",surprise,Julio
2423,You do not even know me ...,anger,Monica
2424,"Whoa , whoa , whoa , the poem is not about you .",surprise,Julio
2425,What ?,surprise,Monica
2426,"The Empty Vase is not about you . My baby , you make me so sad that you would think this .",sadness,Julio
2427,"I am sorry , my friend Phoebe ...",sadness,Monica
2428,"No , it is about all women . Well , all American women . You feel better now ?",neutral,Julio
2429,Oh yeah .,neutral,Monica
2430,"Ahh , no .",neutral,Ross
2431,Oh .,neutral,Rachel
2432,Are you jealous ?,surprise,Ross
2433,"Noo , I you know I do not see why she has to play with you , that is all .",anger,Rachel
2434,I mean does not she have any you know other stripper moms friends of her own ?,anger,Rachel
2435,You are totally jealous .,joy,Ross
2436,I am not jealous .,anger,Rachel
2437,"All right this is about , umm , people feeling certain things you know about strippers .",neutral,Rachel
2438,"And you know , and um , I ...",neutral,Rachel
2439,"Honey , I love you too .",joy,Ross
2440,"Ugh . Wait , wait , wait .",sadness,Rachel
2441,What ?,surprise,Ross
2442,Huh .,surprise,Ross
2443,"Well , there is a kiss that he will not forget for a couple of hours , you know .",joy,Rachel
2444,"Yeah . Either that , or you just turned him on and sent him off to a stripper .",neutral,Chandler
2445,"You see that guy ? He is in classics now , but you know as soon as we leave he is going straight to the porn .",disgust,Monica
2446,He is gonna go up to the counter with Citizen Kane .,neutral,Richard
2447,Yeah .,neutral,Monica
2448,I missed this .,joy,Richard
2449,Me too .,joy,Monica
2450,"So , you wanna get a hamburger or something ?",neutral,Richard
2451,"Oh , um , I do not know if that is a good idea .",joy,Monica
2452,"Oh . Look , just friends , I will not grope you . I promise .",neutral,Richard
2453,"No , I just I think that it is too soon .",neutral,Monica
2454,"No it is not too soon , I had lunch at a eleven .",neutral,Richard
2455,"Um , Chandler , Ross , this is Robert .",neutral,Phoebe
2456,"Oh , hey .",neutral,Chandler
2457,Hi .,neutral,Robert
2458,"You have have lipstick right here . That is okay , it is mine , we just kissed .",joy,Phoebe
2459,These little women . Wow !,surprise,Joey
2460,"Your liking it , huh ?",neutral,Chandler
2461,Oh yeah ! Amy just burned Jo manuscript . I do not see how he could ever forgive her .,anger,Joey
2462,"Umm , Jo a girl , it is short for Josephine .",neutral,Ross
2463,"So , how would the lasagne go over ?",neutral,Monica
2464,Really ? !,surprise,Monica
2465,Good .,neutral,Monica
2466,So you owe me three pretty things .,joy,Monica
2467,"Yeah , I have been thinking a lot about you too .",neutral,Monica
2468,It is hard this whole platonic thing .,sadness,Monica
2469,It is a word !,surprise,Monica
2470,"Yeah , I do think it is better this way . Yeah , we are being smart . Yes , I am sure .",neutral,Monica
2471,You really sure ?,surprise,Richard
2472,I will call you back .,neutral,Monica
2473,"Listen , Robert gonna be here any second so , will one of you just tell him ?",neutral,Phoebe
2474,Oh .,sadness,Ross
2475,"Please , right now , no , every time I see him it is like Is it on the lose ? Is it watching me ?",fear,Phoebe
2476,"We can not tell him , you can not go up to a guy you barely know and talk about his ... stuff .",sadness,Chandler
2477,"He is right , even if it is to say something complementary .",neutral,Ross
2478,Hey !,joy,Robert
2479,Hey .,neutral,Phoebe
2480,"So you ready for the gym ? They have got this new rock climbing wall , we can spot each other .",neutral,Robert
2481,"No , I can spot you from here .",neutral,Phoebe
2482,What ?,surprise,Robert
2483,"Okay , listen Robert ...",neutral,Phoebe
2484,"Hey , do not we have to ...",neutral,Ross
2485,"Yeah , we got , um ... hmm .",neutral,Chandler
2486,"Umm , I think you are really , really great ...",joy,Phoebe
2487,Oh God !,sadness,Robert
2488,Here we go again .,sadness,Robert
2489,Why does this keep happening to me ?,anger,Robert
2490,Is it something I am putting out there ?,sadness,Robert
2491,Is this my fault ?,sadness,Robert
2492,Or am I just nuts ?,sadness,Robert
2493,"I ... I ... I ... I ... I do not know , I do not know what to say .",sadness,Phoebe
2494,"Hey buddy , this is a family place , put the mouse back in the house .",disgust,Gunther
2495,Ow !,anger,Monica
2496,"Really ? ! Well , it is just like everyone else apartment . It is got rooms , walls , and ceilings .",neutral,Richard
2497,"Well , I just wanted to see where you lived . Now , give me the tour .",neutral,Richard's Date
2498,Oh my God ! Oh my God !,surprise,Monica
2499,"Ah well , this is the living room .",neutral,Richard
2500,All right . This is the kitchen .,neutral,Richard
2501,The bedroom . Well it is pretty much your typical ... bedroom .,neutral,Richard
2502,We are still on this side of the door .,neutral,Richard's Date
2503,"Yeah , but I did not get to see it .",sadness,Richard's Date
2504,Oh shoot ! Maybe next time . Thanks for a lovely evening .,neutral,Richard
2505,"So um , who was she ?",neutral,Monica
2506,"Oh , that was the blind date that I told you about , she called and switched it to today .",neutral,Richard
2507,"Did you like her ? And I am just asking as a friend , because I am totally fine with this .",neutral,Monica
2508,"Well , you seem fine .",neutral,Richard
2509,"Cause every time I see your face , I can not help but fall from grace . I know ...",joy,Singer
2510,Wow ! This girl is good .,surprise,Joey
2511,"Oh ... ho yeah ! A song with rhyming words . Oo , I never thought of that before .",anger,Phoebe
2512,I like her .,neutral,Chandler
2513,Why ? Because she can sing and play guitar and do both at the same time ?,neutral,Phoebe
2514,"Well , that is pretty much all I am looking for from these people .",neutral,Chandler
2515,Look at you . All jealous .,joy,Monica
2516,"Yeah Pheebs , come on , you two have completely different styles . You know , she is more ... you know , and you are more",neutral,Ross
2517,Say you will stay beside me,neutral,Singer
2518,"Okay , see , see , everyone else is happy she is done .",anger,Phoebe
2519,"Okay , my next song called : Phoebe Buffay , What Can I Say .",neutral,Singer
2520,"I Really Loved When We Were Singing Partners , And I Should not Have Left You That Way .",neutral,Singer
2521,"Oh no , one of those look for the hidden meaning songs .",disgust,Phoebe
2522,Hi .,neutral,Ross
2523,"Hi , sweetie !",joy,Rachel
2524,Hello .,neutral,Ross
2525,"Hi , Ross .",neutral,Mark
2526,"Yeah , huh .",neutral,Ross
2527,I have got some bad news .,sadness,Rachel
2528,What ?,fear,Ross
2529,"I can get a quick bite to eat , but then I have to come back up here .",sadness,Rachel
2530,"Come on sweetie ! You have had to work late every night for the past two weeks , what is it this time ?",sadness,Ross
2531,"But work comes first ! Oh hey , but that is sad about you though , what happened ? Burn out ? Burn all out , did you ?",joy,Ross
2532,"Nooo , he is leaving for a better job .",neutral,Rachel
2533,"Oh well that is great , so I guess this is ah , this is good bye then . Huh ? Good bye .",joy,Ross
2534,"Okay , then .",neutral,Mark
2535,Okay .,neutral,Ross
2536,Well we are gonna miss you around here .,sadness,Rachel
2537,"Yeah , me too .",sadness,Mark
2538,"So , see you on Saturday .",neutral,Mark
2539,"Yeah , you bet .",neutral,Rachel
2540,Oh .,neutral,Phoebe
2541,You know those are a delicacy in India .,neutral,Monica
2542,"I do not know , you thought See you Saturday was funny .",neutral,Rachel
2543,"Look honey , Mark is in fashion okay , I like having a friend that I can share this stuff with .",neutral,Rachel
2544,You guys would never want to go to a lecture with me .,disgust,Rachel
2545,Pa ... haa ! ! I would love to go with you .,surprise,Ross
2546,Really ! ?,surprise,Rachel
2547,"Yeah , hey I ... I have clothes , I even pick them out .",neutral,Ross
2548,"I mean for , for all you know I could be a fashion ... monger .",neutral,Ross
2549,"Okay . Honey , I would love for you to go with me . What ?",joy,Rachel
2550,"What should I wear , now I am all nervous .",fear,Ross
2551,You know they say a watched pot never beeps .,neutral,Monica
2552,"It is just you know , been a couple of hours , and she has not called . Not that I even care , you know .",sadness,Phoebe
2553,Phoebe why do not you just call her ? You obviously want to .,neutral,Monica
2554,You think you know me so well .,anger,Phoebe
2555,"Well , do not cha wanna ?",neutral,Monica
2556,Yeah .,neutral,Phoebe
2557,"Okay , well I do know you .",neutral,Monica
2558,That is what I said .,neutral,Phoebe
2559,Well so ?,neutral,Monica
2560,I can not .,sadness,Phoebe
2561,I can not .,sadness,Phoebe
2562,"She dumped me , I mean I totally trusted her and then one day it was Okay , bye Pheebs gone .",sadness,Phoebe
2563,"You know what the saddest part is , when we were playing together , that was like the most fun I have ever had in like all my lives .",sadness,Phoebe
2564,We are beginning to see a lot of layering of sheer fabrics and colours . For instance a sheer navy blouse over a pink ...,neutral,Lecturer
2565,I am really glad we came . You are so pretty . I love you .,joy,Ross
2566,"Smelly cat , smelly cat , what are they feeding you ? Smelly cat , smelly cat , it is not your fault .",neutral,Phoebe
2567,"Wow , that is great .",joy,Leslie
2568,"Oh , yeah !",joy,Phoebe
2569,"You know you could totally sell this . It would be perfect for like umm , a kitty litter campaign .",joy,Leslie
2570,"I ... , a jingle ? No , no ... no ... no , no .",neutral,Phoebe
2571,What ? Why not ? You could make a ton of money .,surprise,Leslie
2572,"Okay , well if I was in this for the money , I would be a millionaire by now , you know .",neutral,Phoebe
2573,You just got to get out of that jingle head sweetie .,neutral,Phoebe
2574,"Aw , you are right , you are right . I am sorry .",joy,Leslie
2575,"That is okay . All right , I am gonna play song that is really , really sad . It is called Magician Box Mix Up .",joy,Phoebe
2576,"Problem odour in the litter box ? Do not change your kitty , change your kitty litter .",neutral,Commercial
2577,"Sorry , Pheebs .",sadness,Monica
2578,Yeah . You okay ?,neutral,Joey
2579,Come on Chloe ! Finish up with your customer first . Come on Chloe ! Come on Chloe ! !,joy,Chandler
2580,Can I help you ?,neutral,Issac
2581,Uh ... oh .,fear,Chandler
2582,"Uh , you know what , we are having second thoughts about our copying needs . And we will need a little more time to think about it .",neutral,Joey
2583,"Chloe , switch with me , there is some guys here that got a crush on you .",neutral,Issac
2584,"Okay , that hurt us .",sadness,Chandler
2585,Hi guys . I have not seen you since this morning .,neutral,Chloe
2586,"Well ah , ... you know .",neutral,Chandler
2587,"Hey , what are you guys doing tomorrow night ?",neutral,Chloe
2588,Both of us ?,surprise,Joey
2589,Maybe . Does that scare you ?,neutral,Chloe
2590,Relax . It is just Issac D . J . ... ing at the Philly . You should come .,neutral,Chloe
2591,We will be there .,joy,Joey
2592,"Great . I will ah , see you then .",joy,Chloe
2593,"All right , rock on .",joy,Chandler
2594,He says that walking with you makes this strange city feel like home .,neutral,Mischa
2595,Aw . Me too .,joy,Phoebe
2596,Although this city is my home .,neutral,Phoebe
2597,"So that is dumb what I said , do not tell him I said that .",neutral,Phoebe
2598,"Umm , you make something up .",neutral,Phoebe
2599,"Nice , thank you .",joy,Phoebe
2600,This is me .,neutral,Phoebe
2601,Here .,neutral,Phoebe
2602,Your eyes are very pretty .,joy,Mischa
2603,"Thank you , very much ! Oh ! Thank you !",joy,Phoebe
2604,He would like to kiss you .,neutral,Mischa
2605,"Okay , you know what , you do not have to do that now .",neutral,Phoebe
2606,No ... no ... no ... no ! !,surprise,Phoebe
2607,"Not him , you do not !",surprise,Phoebe
2608,Well the moment over .,neutral,Phoebe
2609,Oh .,neutral,Phoebe
2610,Oy !,neutral,Mischa
2611,"Okay , that is a fire . Oh yeah . Oh yeah .",neutral,Ross
2612,"Excuse me , I am sorry , I am gonna have to call you back , I have got a Schemp in my office .",neutral,Rachel
2613,What are you doing ?,anger,Rachel
2614,I am sorry .,sadness,Ross
2615,"But ah , hey , oh , somebody off the phone , how bout a glass of wine by the fire , I could get it going again .",neutral,Ross
2616,"Ross you are not listening to me , I do not have time to stop .",anger,Rachel
2617,"Come on Rach , you do not have what , ten minutes ?",neutral,Ross
2618,I do not have ten minutes ! !,anger,Rachel
2619,"What ? Sophie , does she have ten minutes ?",neutral,Ross
2620,"Hey , Ross ! ! ! I told you I do not !",anger,Rachel
2621,"Do not yell at me okay , this is the most I have seen you all week .",anger,Ross
2622,"Look , I cannot do this right now , okay , I have got a deadline , would you just go home , I will talk to you later .",neutral,Rachel
2623,"Yeah , but wait ...",neutral,Ross
2624,Good bye !,neutral,Rachel
2625,"Actually , that is our three hole punch .",neutral,Sophie
2626,Hey .,neutral,Ross
2627,"Hi . Look um , about what happened earlier ...",sadness,Rachel
2628,"No , hey , well , I ... I completely understand . You were , you were stressed .",neutral,Ross
2629,I was gonna give you a chance to apologise to me .,disgust,Rachel
2630,For what ? For letting you throw me out of your office ?,anger,Ross
2631,You had no right coming down to my office Ross .,anger,Rachel
2632,"Yeah , well excuse me for wanting to be with my girlfriend on our anniversary , boy what an ass am I .",anger,Ross
2633,"But I told you , I did not have the time !",anger,Rachel
2634,"Yeah , well you never have the time . I mean , I do not feel like I even have a girlfriend anymore , Rachel .",anger,Ross
2635,"Wh , Ross what do you want from me ?",anger,Rachel
2636,"You want me , you want me to quit my job so you can feel like you have a girlfriend ?",anger,Rachel
2637,Ross do you realise this is the first time in my life I am doing something I actually care about .,anger,Rachel
2638,This is the first time in my life I am doing something that I am actually good at .,anger,Rachel
2639,I mean .,neutral,Rachel
2640,if you do not get that ...,anger,Rachel
2641,"No , hey , I get that , okay , I get that big time .",anger,Ross
2642,"And I am happy for you , but I am tired of having a relationship with your answering machine !",anger,Ross
2643,"Okay , I do not know what to do anymore .",sadness,Ross
2644,Well neither do I !,anger,Rachel
2645,"Oh , and I can also speak a little French . Voulez ... vous coucher avec moi ce soir ? Why ? What did I say ?",joy,Monica
2646,"Well , you just asked if I wanted to go to bed with you tonight .",neutral,Mischa
2647,Oh my God ! No wonder I get such great service at Cafe Maurice .,surprise,Monica
2648,"Knock , knock , knock , knock , hi .",neutral,Phoebe
2649,"Um , could you please tell Sergei that um , I was fascinated by what Boutros Boutros Gali said in the New York Times .",neutral,Phoebe
2650,You did not say Boutros Boutros Gali .,neutral,Phoebe
2651,Boutros Boutros Gali .,neutral,Mischa
2652,He says he was too .,neutral,Mischa
2653,Interesting .,neutral,Phoebe
2654,So I was wondering ...,neutral,Mischa
2655,"Okay , ah , before you get all talky again , umm , could you also please tell Sergei that I really like his suit .",joy,Phoebe
2656,"Eh , he said , thank you very much , he thinks you look very pretty tonight , your hair , golden like the sun .",joy,Mischa
2657,So you are a chef ?,neutral,Mischa
2658,I am also thinking about opening up my own restaurant .,joy,Monica
2659,"Oh , really .",surprise,Mischa
2660,"Monica , can I talk to you behind my menu , please . What are you doing ?",neutral,Phoebe
2661,"Well , I was having a conversation .",neutral,Monica
2662,"Yeah but , Mischa is so interested in you , that Sergei and I have not been able to say two words to each other .",anger,Phoebe
2663,What do you want me to do ? Just sit here silently while you three have a conversation ?,surprise,Monica
2664,That would be great . Thank you .,joy,Phoebe
2665,"No ! Sorry , I just thought you were somebody else . Hi !",surprise,Rachel
2666,"Hi . Well , look , I was just gonna leave a message , is not tonight your , your big anniversary dinner ?",neutral,Mark
2667,"Yeah . Well , umm ...",sadness,Rachel
2668,"Rach , are you okay ?",surprise,Mark
2669,"Yeah , I am fine .",sadness,Rachel
2670,"You wanna talk , I mean I can come over ?",neutral,Mark
2671,"No ! Really , no , please , please , that is , that is okay .",sadness,Rachel
2672,"All right , all right , I am coming over , and I am bringing Chinese food .",neutral,Mark
2673,"Oh , yeah , I am not , I am not hungry .",disgust,Rachel
2674,It is for me .,neutral,Mark
2675,"Oh . Okay , bye .",neutral,Rachel
2676,So what are you gonna do ?,neutral,Joey
2677,"What can I do ? One person wants to break ... up , you break ... up .",sadness,Ross
2678,"Hey , no way ! Come on , this is you guys , call her and work it out .",sadness,Chandler
